"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","I added a video to a @YouTube playlist https://t.co/2SsdjTBYns Pentaho Online Training",FALSE,0,NA,2017-03-22 08:01:53,FALSE,NA,"844459102445166596",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","xoomITtrainings",0,FALSE,FALSE,NA,NA
"12","The latest TIC diario aTICser! https://t.co/XB9lPZmrOs Thanks to @polnavarro @Pentaho #marketing #hemeroteca",FALSE,0,NA,2017-03-22 07:33:58,FALSE,NA,"844452076398759937",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","aTICser",0,FALSE,FALSE,NA,NA
"13","C'est encore #lemoisdelacarto ! La semaine prochaine, nous vous proposons un webinar dédié au géodécisionnel &gt;&gt; https://t.co/b3uUiwoBUw",FALSE,0,NA,2017-03-22 07:02:49,FALSE,NA,"844444235344629761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","atolcd",0,FALSE,FALSE,NA,NA
"14","#Hiring for Pentaho Integration Developer #TechJobs #pentaho #java #scripting #plsql #sql #career | Apply Now https://t.co/DeuEn3jpca",FALSE,0,NA,2017-03-22 06:07:30,FALSE,NA,"844430313929498625",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"15","RT @opentoile: Ravi de présenter au #HitachiImpactDay et au stade francais Paris un exemple d'Analytique sur le Cloud  #Pentaho https://t.c…",FALSE,0,NA,2017-03-22 05:49:13,FALSE,NA,"844425714548064257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BertrandLQ",1,TRUE,FALSE,NA,NA
"16","RT @Pentaho: RESOURCE: Implementing #Hadoop - 7 Common Mistakes and How to Avoid Them: https://t.co/t5BCuHLevA https://t.co/C5NiD02KDn",FALSE,0,NA,2017-03-22 05:48:53,FALSE,NA,"844425629709877252",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BertrandLQ",6,TRUE,FALSE,NA,NA
"17","RT @HDS_Fr: Le #DataMartAsAservice par @Pentaho @opentoile https://t.co/vbZisYvYKO",FALSE,0,NA,2017-03-22 05:48:16,FALSE,NA,"844425476127019009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BertrandLQ",4,TRUE,FALSE,NA,NA
"18","RT @Pentaho: Pentaho Community: Latest blog from @HDScorp details some exciting news! Check it out: https://t.co/NAtQFodeWW",FALSE,0,NA,2017-03-22 05:48:12,FALSE,NA,"844425458343137280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BertrandLQ",3,TRUE,FALSE,NA,NA
"19","RT @KenWoodOnTech: @Pentaho + #IoT + #Mobile - Hello World with a mobile twist. Monitoring the sensors on a iPhone, LIVE! With device locat…",FALSE,0,NA,2017-03-22 05:47:58,FALSE,NA,"844425397869727749",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","zacharyzeus",6,TRUE,FALSE,NA,NA
"20","RT @KenWoodOnTech: @Pentaho + #IoT + #Mobile - Hello World with a mobile twist. Monitoring the sensors on a iPhone, LIVE! With device locat…",FALSE,0,NA,2017-03-22 05:41:59,FALSE,NA,"844423893532250112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HiromuHota",6,TRUE,FALSE,NA,NA
"21","RT @stevesarsfield: #IoT is transforming the world. In Helsinki today talking #bigdata https://t.co/xhEvgyfken with @vertica @hpe_voltage @…",FALSE,0,NA,2017-03-22 05:39:44,FALSE,NA,"844423326411952128",NA,"<a href=""https://abc.def.com"" rel=""nofollow"">DavidHelloall</a>","DavidtheData",2,TRUE,FALSE,NA,NA
"22","#IoT is transforming the world. In Helsinki today talking #bigdata https://t.co/xhEvgyfken with @vertica @hpe_voltage @cloudera @Pentaho",FALSE,2,NA,2017-03-22 05:39:43,FALSE,NA,"844423324470050818",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stevesarsfield",2,FALSE,FALSE,NA,NA
"23","Learn the three things that add up to ‘The dawn of the #Predictive Era’ - @Wael_Elrifai shares in his latest blog: https://t.co/iACKfpvACV",FALSE,0,NA,2017-03-22 05:25:38,FALSE,NA,"844419780400566272",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Ashnikbiz",0,FALSE,FALSE,NA,NA
"24","RT @rshomair: My brain is now trained RT @Forbes: How to train a machine brain, Pentaho's 4 pillars of AI
https://t.co/dCkNtVD3gK https://t…",FALSE,0,NA,2017-03-22 05:19:07,FALSE,NA,"844418138443788288",NA,"<a href=""http://www.corriere.it"" rel=""nofollow"">MyBrainIs</a>","mybrainis",8,TRUE,FALSE,NA,NA
"25","RT @fernandommota: 2 talks approved in #PentahoDay <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>,  the biggest #pentaho community event in the world, May 11-12, Curitiba, Brazil: http…",FALSE,0,NA,2017-03-22 05:02:27,FALSE,NA,"844413942592081920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jortilles",1,TRUE,FALSE,NA,NA
"26","#trabajo Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle  #empleo https://t.co/h9O22WPUkz",FALSE,0,NA,2017-03-22 04:12:03,FALSE,NA,"844401261571162114",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"27","RT @edomax: @FitoDotNET @natho47 sumado a eso un #BI en el caso nuestro en #linux #PostgreSQL #Pentaho y empezando a meterle #PowerBI",FALSE,0,NA,2017-03-22 03:56:27,FALSE,NA,"844397335954231296",NA,"<a href=""http://tucsoncode.org"" rel=""nofollow"">JSabotTCS</a>","TucsonCode",1,TRUE,FALSE,NA,NA
"28","@FitoDotNET @natho47 sumado a eso un #BI en el caso nuestro en #linux #PostgreSQL #Pentaho y empezando a meterle #PowerBI",FALSE,0,"FitoDotNET",2017-03-22 03:40:52,FALSE,"844383096577384448","844393411486666752","3650831","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","edomax",1,FALSE,FALSE,NA,NA
"29","RT @pmalves: I'm giving #Pentaho #Ctools advaced course 9 -10 May in São Paulo, Brazil (right before #pentahoday) https://t.co/kFtDlu3aqX @…",FALSE,0,NA,2017-03-22 03:18:55,FALSE,NA,"844387887986757636",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","duartecunhaleao",3,TRUE,FALSE,NA,NA
"30","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:17:28,FALSE,NA,"844387523212333056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AldenMartinWP",15,TRUE,FALSE,NA,NA
"31","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:16:13,FALSE,NA,"844387208048103424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dominique0503",15,TRUE,FALSE,NA,NA
"32","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:15:02,FALSE,NA,"844386910260867072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Goldeagle91",15,TRUE,FALSE,NA,NA
"33","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:14:56,FALSE,NA,"844386885816516608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OG__Panoramic",15,TRUE,FALSE,NA,NA
"34","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:14:02,FALSE,NA,"844386661924573184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","steffan__gomez",15,TRUE,FALSE,NA,NA
"35","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:07:31,FALSE,NA,"844385022694055937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","klarlzag",15,TRUE,FALSE,NA,NA
"36","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:02:32,FALSE,NA,"844383767611478016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HafedaB886",15,TRUE,FALSE,NA,NA
"37","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:01:45,FALSE,NA,"844383571448074240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamwiIlrglhrc",15,TRUE,FALSE,NA,NA
"38","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:01:00,FALSE,NA,"844383381932703744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RRCA__",15,TRUE,FALSE,NA,NA
"39","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 03:00:10,FALSE,NA,"844383172574007296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mondeetmalson",15,TRUE,FALSE,NA,NA
"40","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 02:59:43,FALSE,NA,"844383057322889216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrsDarkandSexy5",15,TRUE,FALSE,NA,NA
"41","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 02:58:46,FALSE,NA,"844382816938967041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chllisweet",15,TRUE,FALSE,NA,NA
"42","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 02:57:43,FALSE,NA,"844382552798433280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ScottStevens855",15,TRUE,FALSE,NA,NA
"43","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 02:51:41,FALSE,NA,"844381037488750592",NA,"<a href=""http://www.itknowingness.com"" rel=""nofollow"">ttools it knowingness</a>","itknowingness",15,TRUE,FALSE,NA,NA
"44","RT @MsKMSutherland: Congrats! @Pentaho Customer Caterpillar gets Ventana Research Technology Innovation Leadership Award for IoT: https://t…",FALSE,0,NA,2017-03-22 02:51:41,FALSE,NA,"844381036389826560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","digitalolson",15,TRUE,FALSE,NA,NA
"45","Gartner Data &amp; Analytics Summit: 2017 Recap - A Data-Driven Organization &amp; Shift to Smarter ...: https://t.co/LFmgattzTG #bi #businessinte…",FALSE,0,NA,2017-03-22 02:22:11,FALSE,NA,"844373611209248768",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ConstantCrawler",0,FALSE,FALSE,NA,NA
"46","RT @GilPress: How To Train A Machine Brain, Pentaho's 4 Pillars Of #AI via @forbes https://t.co/3semKLB312",FALSE,0,NA,2017-03-22 01:38:55,FALSE,NA,"844362723756519424",NA,"<a href=""http://umeton.com"" rel=""nofollow"">rtapp315156161</a>","renato_umeton",1,TRUE,FALSE,NA,NA
"47","How To Train A Machine Brain, Pentaho's 4 Pillars Of #AI via forbes https://t.co/c1pTANNqTV",FALSE,0,NA,2017-03-22 01:37:06,FALSE,NA,"844362268318056453",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","danielcantorna",0,FALSE,FALSE,NA,NA
"48","How To Train A Machine Brain, Pentaho's 4 Pillars Of #AI via @forbes https://t.co/3semKLB312",FALSE,1,NA,2017-03-22 01:34:44,FALSE,NA,"844361672122929153",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GilPress",1,FALSE,FALSE,NA,NA
"49","Gartner Data &amp; Analytics Summit: 2017 Recap - A Data-Driven Organization &amp; Shift to Smarter ... https://t.co/jktl7NEg8U #DataAnalytics",FALSE,0,NA,2017-03-22 01:11:11,FALSE,NA,"844355745483239429",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TungstenBigData",0,FALSE,FALSE,NA,NA
"50","#empleo #trabajo Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle https://t.co/fYELRdIKcB",FALSE,0,NA,2017-03-22 01:10:57,FALSE,NA,"844355686624645121",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"51","RT @HDSBrasil: Inovando na comunidade @Pentaho #OpenSource. https://t.co/DZP9CV4pFT https://t.co/XUVMM7elyd",FALSE,0,NA,2017-03-22 00:15:20,FALSE,NA,"844341690391576578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iivanov482",4,TRUE,FALSE,NA,NA
"52","RT @HDSBrasil: Inovando na comunidade @Pentaho #OpenSource. https://t.co/DZP9CV4pFT https://t.co/XUVMM7elyd",FALSE,0,NA,2017-03-22 00:10:10,FALSE,NA,"844340390547374080",NA,"<a href=""http://ns-madenza.com/tweetpress/gielies/saffabuzz"" rel=""nofollow"">Saffa Ag July</a>","BuzzSaffa",4,TRUE,FALSE,NA,NA
"53","RT @HDSBrasil: Inovando na comunidade @Pentaho #OpenSource. https://t.co/DZP9CV4pFT https://t.co/XUVMM7elyd",FALSE,0,NA,2017-03-22 00:03:54,FALSE,NA,"844338813363204096",NA,"<a href=""http://www.ns-madenza.com/tweetpress/wales/specials/pombuzz"" rel=""nofollow"">Pom July Ag</a>","PomBuzz",4,TRUE,FALSE,NA,NA
"54","RT @HDSBrasil: Inovando na comunidade @Pentaho #OpenSource. https://t.co/DZP9CV4pFT https://t.co/XUVMM7elyd",FALSE,0,NA,2017-03-22 00:00:26,FALSE,NA,"844337939526176768",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","daniloggarcia",4,TRUE,FALSE,NA,NA
"55","RT @HDSLatam: El Santo Grial de #analytics es el valor entre #Data e #Insight. @Pentaho https://t.co/MyMYuJxGIM",FALSE,0,NA,2017-03-21 23:54:22,FALSE,NA,"844336413265022977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ponchoelizondo",1,TRUE,FALSE,NA,NA
"56","Pentaho Ends Machine Learning Gridlock https://t.co/oWFf56dTvZ https://t.co/nngQNwMuu9",FALSE,0,NA,2017-03-21 22:12:46,FALSE,NA,"844310844364242945",NA,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>","jvinodk",0,FALSE,FALSE,NA,NA
"57","Innovating in the Pentaho Open Source Community #opensource @Pentaho https://t.co/tlgEEpleWM https://t.co/yMuHq3DZuy",FALSE,0,NA,2017-03-21 22:01:45,FALSE,NA,"844308071669149696",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","PariFathi",0,FALSE,FALSE,NA,NA
"58","RT @ambientelivre: Matt Casters, Chief Data Integration confirma vinda ao Pentaho Day 2017 
https://t.co/nK82k74Rbo @mattcasters #pentahoda…",FALSE,0,NA,2017-03-21 21:31:58,FALSE,NA,"844300575395237889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fernandommota",1,TRUE,FALSE,NA,NA
"59","2 talks approved in #PentahoDay <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>,  the biggest #pentaho community event in the world, May 11-12, Curitiba, Brazil: https://t.co/A8FS2f5kFO",FALSE,0,NA,2017-03-21 21:30:59,FALSE,NA,"844300328988295168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fernandommota",1,FALSE,FALSE,NA,NA
"60","I'm giving #Pentaho #Ctools advaced course 9 -10 May in São Paulo, Brazil (right before #pentahoday) https://t.co/kFtDlu3aqX @OpeninBigData",FALSE,0,NA,2017-03-21 21:07:09,FALSE,NA,"844294332932870145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pmalves",3,FALSE,FALSE,NA,NA
"61","El Santo Grial de #analytics es el valor entre #Data e #Insight. @Pentaho https://t.co/9Tfc5ntz86",FALSE,0,NA,2017-03-21 21:01:43,FALSE,NA,"844292964461395968",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","WaltherHetfield",0,FALSE,FALSE,NA,NA
"62","El Santo Grial de #analytics es el valor entre #Data e #Insight. @Pentaho https://t.co/MyMYuJxGIM",FALSE,1,NA,2017-03-21 21:01:42,FALSE,NA,"844292960661340160",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","HDSLatam",1,FALSE,FALSE,NA,NA
"63","O Santo Graal do #analytics é o valor entre #Data e #Insight. @Pentaho https://t.co/KKQxzDinbG",FALSE,0,NA,2017-03-21 21:01:42,FALSE,NA,"844292959931543552",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","KentzlerHDS",0,FALSE,FALSE,NA,NA
"64","El Santo Grial de #analytics es el valor entre #Data e #Insight. @Pentaho https://t.co/CxV3SbQw64",FALSE,0,NA,2017-03-21 21:01:41,FALSE,NA,"844292955246678016",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","HDSEducacion",0,FALSE,FALSE,NA,NA
"65","El Santo Grial de #analytics es el valor entre #Data e #Insight. @Pentaho https://t.co/4hK3xWqNrO",FALSE,0,NA,2017-03-21 21:01:41,FALSE,NA,"844292955024216064",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","KentzlerHDS",0,FALSE,FALSE,NA,NA
"66","O Santo Graal do #analytics é o valor entre #Data e #Insight. @Pentaho https://t.co/eyIG9CN5ve",FALSE,1,NA,2017-03-21 21:01:39,FALSE,NA,"844292948602699776",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","HDSBrasil",0,FALSE,FALSE,NA,NA
"67","Job-1055 Closed, Pentaho Consultants.  Way too many candidates on mkt w/this skill,  went fast, :)  Thx for submissions",FALSE,1,NA,2017-03-21 20:02:21,FALSE,NA,"844278024535261184",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","IT_JobUpdate",0,FALSE,FALSE,NA,NA
"68","RT @Hitachi_US: Learn more about our Pentaho Open Source Community: https://t.co/V8BhukF2vt",FALSE,0,NA,2017-03-21 19:57:15,FALSE,NA,"844276738897203200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hoverley",1,TRUE,FALSE,NA,NA
"69","Learn more about our Pentaho Open Source Community: https://t.co/V8BhukF2vt",FALSE,1,NA,2017-03-21 19:54:19,FALSE,NA,"844276002452918274",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hitachi_US",1,FALSE,FALSE,NA,NA
"70","Pentaho Ends Machine Learning Gridlock https://t.co/QsFs0LZCqF https://t.co/tjyJnPvINZ",FALSE,0,NA,2017-03-21 19:52:03,FALSE,NA,"844275433969532932",NA,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>","stacyhailey",0,FALSE,FALSE,NA,NA
"71","Learning about @Pentaho Report Designer. #work https://t.co/C4kqj7R6uO",FALSE,0,NA,2017-03-21 19:47:34,FALSE,NA,"844274303394811904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rickumali",0,FALSE,FALSE,NA,NA
"72","RT @Pentaho: Pentaho Community: Latest blog from @HDScorp details some exciting news! Check it out: https://t.co/NAtQFodeWW",FALSE,0,NA,2017-03-21 19:42:51,FALSE,NA,"844273117258244101",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ubiquisBI",3,TRUE,FALSE,NA,NA
"73","Innovando en la comunidad #OpenSource de @Pentaho. https://t.co/AWDwLP1uYD https://t.co/DEGFMeC5Sf",FALSE,0,NA,2017-03-21 19:02:17,FALSE,NA,"844262905868541952",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","KentzlerHDS",0,FALSE,FALSE,NA,NA
"74","Innovando en la comunidad #OpenSource de @Pentaho. https://t.co/IehCpDLyNn https://t.co/BZwgE1r5Xi",FALSE,0,NA,2017-03-21 19:02:16,FALSE,NA,"844262903901446144",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","HDSEducacion",0,FALSE,FALSE,NA,NA
"75","Innovando en la comunidad #OpenSource de @Pentaho. https://t.co/Z6pMKHjWHC https://t.co/6lThfhPwK8",FALSE,0,NA,2017-03-21 19:02:16,FALSE,NA,"844262903117111296",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","HDSLatam",0,FALSE,FALSE,NA,NA
"76","Inovando na comunidade @Pentaho #OpenSource. https://t.co/DZP9CV4pFT https://t.co/XUVMM7elyd",FALSE,0,NA,2017-03-21 19:02:15,FALSE,NA,"844262899673554945",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","HDSBrasil",4,FALSE,FALSE,NA,NA
"77","Inovando na comunidade @Pentaho #OpenSource. https://t.co/7pveCYt55h https://t.co/LMLWS7hQ7D",FALSE,0,NA,2017-03-21 19:02:15,FALSE,NA,"844262899526742016",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","KentzlerHDS",0,FALSE,FALSE,NA,NA
"78","RT @Pentaho: RESOURCE: Implementing #Hadoop - 7 Common Mistakes and How to Avoid Them: https://t.co/t5BCuHLevA https://t.co/C5NiD02KDn",FALSE,0,NA,2017-03-21 18:38:32,FALSE,NA,"844256928851288064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GregKinsey",6,TRUE,FALSE,NA,NA
"79","Couldn’t make it to #GartnerDA last week? Check out a recap of the strongest trends we saw coming out of the show:… https://t.co/tZFCUul9am",FALSE,0,NA,2017-03-21 18:25:27,TRUE,NA,"844253637744369664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pentaho",0,FALSE,FALSE,NA,NA
"80","Pentaho Ends Machine Learning Gridlock https://t.co/mffyQi34H9 https://t.co/ZhYMfoO6yp",FALSE,0,NA,2017-03-21 18:13:58,FALSE,NA,"844250748477235200",NA,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>","yogeshdc",0,FALSE,FALSE,NA,NA
